AUTHOR,TITLE,REVIEW,RATING,AUTHOR_ID
Fernando-Rodrigues, how come the cannibals didn't kill the crew while they put cameras all over the woods!?,Stereotyped characters cannibals talking -OH that was ridiculous even though it wasnt all the time- also they had bad makeup and act dumb all the time.. there were a lot of conveniences (like when Nina and Mara caught M and Elena in the woods etcetc..). not the worst sequel.,3.0,4520
A_Probably_Postman, Not too bad for a DTV,DTV horrors are usually especially crappy but Wrong Turn 2 managed to give us at least one character who wasnt a complete stereotype. Erica Leerhsen actually did a good job and her character was written with some actual depth something I was NOT expecting. The deaths were hilariously bad as expected but I love cheesy horror deaths so Im not complaining. Kimberly Caldwell was a funny cameo; poor girls gotta have no money left. All in all it was miles ahead of the original which was a Texas Chainsaw Massacre/The Hills Have Eyes rip-off that pretended it was something new.6/10,6.0,4521
sharron177, excellent movie,This movie was more than I expected. I am an horror fan and the horrorier a movie is the better it is for me. I had my heart racing all through this movie. I love the special effects and often wondered how movie like these seemed so real even though it is not. I wish I could be in a movie like this and to be killed off in the worst possible way even like Kimberly was killed! I have never seen anyone killed off like this before Good Job. I do not think this movie made it to the theatres why did it not? It is so much better than some of them that I had been to the Theatres to see. Maybe there is too much guts and gore in it. Anyway this is how movie is supposed to be and if anyone who reads this can recommend a movie to me which is better than this I will watch it.,10.0,4522
gavin6942, A Blood-Drenched Epic From Horror Master Joe Lynch,"A group of young adults is invited to the cast of a ""Survivor""-style show filmed in the same woods from ""Wrong Turn"" in West Virginia. Apparently the producers didnt bother to check the location out very well in advance because those crazy inbred rednecks are still living here and hungry for young lean human flesh.Director Joe Lynch and the writers of Carrot Tops masterpiece ""Chairman of the Board"" bring us a surprisingly good film. While most straight-to-video sequels are lacking in many ways this one shines forth with originality and vision. Lynchs previous work was in the world of music videos and he transitions very well to the horror style. The fact this film has a reality TV element to it may help but those are not the films strongest parts.Were treated to a woman who is literally chopped in half (vertically) by an ax a scene of an inbred mutant masturbating... and plenty of cannibalism. While the worst thing I can say is that the Morlocks were not the most believable as real human beings if we can look pas that (its horror you know) then the movie really kicks you in the nuts (or ovaries).The lovely Erica Leerhsen takes the lead as Nina Henry Rollins is awesome as the survivalist Dale (a much more natural role than he had in ""Feast"" and a significantly bigger part as well). I was happy to see Daniella Alonso playing the militant lesbian Amber. Alonso had recently appeared in two very awful films (""Hood of Horrors"" and ""Hills Have Eyes 2"" -- see separate reviews) and it was good to see her in something where shes given a chance to really act.Speaking of ""Hills 2"" this film is often compared to it. Theyre both Fox films released in 2007 as sequels to films about mutants who attack people in the wilderness. Well let me set the record straight here: ""Wrong Turn 2"" deserved a theatrical release and ""Hills 2"" deserved to be straight-to-video (or never made at all). This was a big mistake on the part of Fox. In every category ""Wrong Turn 2"" is superior -- acting plot gore nudity humor and action.I am unsure how I felt about Crystal Lowe playing the woman with loose morals named Elena. Sure she was hot and its always good to get excessive nudity and sex in a horror film (gratuitous sex and violence sells). But Lowe needs to start moving into more solid acting. Shes becoming a name and its more from her body than anything else. Maybe thats all she wants -- fame is fame -- but I suspect if she wants a long-term movie career it would be best to move into non-sexy roles soon. Dont get me wrong though -- Ill keep watching her either way.Kimberly Caldwell (""American Idol"") played herself and was amazing. Probably the best acting from a musician since Meat Loaf in ""Rocky Horror Picture Show"". Ken Kirzinger (the new Jason Voorhees) shows up too but unfortunately he plays yet another character where he is unrecognizable.If you liked the first film check this one out. Joe Lynch is poised to jump from novice to veteran in the world of horror if he wants it -- this is precisely the sort of film that gets noticed by the fans. I loved it and I think you will too. Dont rent that lame ""Hills 2"" when you can get the real deal with ""Wrong Turn 2"".",7.0,4523
BloodyEyeBall, Master 'Gory' Piece,Okay youll tell me What ? A straight to video gory SEQUEL!?!? If you tell me Wrong Turn 2 Ill tell you YES. That was AWESOME. The gory part may be disturbing for some people but the action makes the whole movie. Wrong Turn 2 kills off all the stereotypes final girls. Its different brilliant. The whole suspense is based on the surviving of the characters. You think that Mara the shy supposed protagonist girl will survive but NO she ends axed in the head at the first 1/4 of the movie while Nina the goth bitchy girl survives along with Jake the black jock. I really want to make the point on the action. Fight blood suspense you got it. The inbreeds pops out of no-where anywhere and whenever. The characters are well developed all with different personalities. For a sequel well the only things we get back from Wrong Turn 2003 are Three-Fingers more insane than ever and the old timer. Nothing very special on this part but still Wrong Turn 2 is WAY BETTER than Wrong Turn and it made my day !,10.0,4524
AngryMovieNerd," I don't think I have anything good to say about Wrong Turn 2: Dead End, and why would I? (Zero Stars out of * * * *)","****NOTE: Referring to the Unrated Version**** A retired military commando (Dale Murphy) decides to host a reality show where the young participants are challenged to survive in a remote West Virginia wasteland. Little do they know that the woods is home to a breed of deformed cannibalistic hillbillies who are picking them off one by one.I dont think I have anything good to say about Wrong Turn 2: Dead End (2007) and why would I? Here is a movie that is so sick and cynical in its relentless violence and torture scenes that it led me to the hearts of the filmmakers. Why was this movie even made?! The characters are more or less the usual set of teenagers weve seen in countless other horror movies from the jock the womanizer the ""odd girl"" who could care less and the spoiled brat. But imagine the sick message this movie has for its teen viewers: The primary function of teens is to be hacked to death no matter what their dreams and hopes are.I enjoy a good horror movie sometimes. Some have a plot some dont and of course there are ones that about as bad as this one. The original film while not a great one was at least atmospheric and suspenseful. Wrong Turn 2 on the other hand is 90 minutes of teenagers being introduced and then being stabbed tortured impaled chopped up and mutilated. Its like watching a film written by a perverted scriptwriter. Thats all this movie is. It is just mindless bloody violence. I felt guilty just watching this movie.And by not giving too much away the movie opens doors for another sequel. Someone should tell them theyve already taken the bucket to the cesspool by making this one.",1.0,4525
ndlogik, OMG This movie sucks.,It gets a 3 for cinematography.Thats it.What is wrong with you people? This movie features some of the worst and most contrived writing Ive ever witnessed. One of the biggest mistakes screenwriters are making in this generation is to include incredibly dating plot items such as reality TV shows vegans etc. And Im vegetarian just to add perspective.Any representative of any race involved should be offended not to mention any representative of any once important punk rock icon whos become a caricature of themselves? Henry Rollins you should be ashamed. Feast was a horror classic including well executed plot lines and death scenes as opposed to this clichéd POS which demonstrates that youll do anything for a paycheck at this juncture.House of the Dead still stands as my Worst Movie Ever but this is a close second. The directing was somewhat respectable and my compliments end there. As a matter of fact Im changing my rating from a 3 to a 2. Please please PLEASE do not make a third part as was left open in the end of this travesty. Please.Theres further analysis I could provide but this steaming pile of garbage doesnt deserve it. Dont waste your time.,2.0,4526
dejan8378, I laughed,"I liked the first part... obviously since I decided to see this one. From the very beginning it was evident that it is low budget and that the director is fond of gruesome and exaggerating. Than the movie turns to a bit better to be honest it even has a few good lines. Next the slaughter began and the movie was going a bit clumsy some good some bad but watchable even on moments inventive and entertaining. During this ""improved"" period I became more and more aware of the B-production and really bad acting excluding Henry Rollins who did a good job. While the movie was slowly turning a bit repetitive and boring with every next scene I feel the director tear the screenplay in pieces and burned them and start to pour everywhere He manages extra fake blood guts livers hearts and all the organs you can think off I think He even probably borrowed or stole from somewhere extra fakes.I mean how much blood and guts can one man or woman have that combined with the unbearable bad acting and now already with ridiculous lines goofs lack of direction or logic became funny I started to laugh out loud while the pieces of people were all around I laughed to the director and people who praised this garbage.",1.0,4527
merleegirl5, lame.gross.dumb.stupid.absolutely perverted,I saw the first Wrong turn about a year after it came out and i loved it because it was a smart witty scary movie which is hard to find. so i was really excited when i found out that there was a Wrong Turn 2. I immediately saw it and was SO disappointed. Not only was it no where near as good as the first one it was completely stupid. The humor in it is sick and the slaughtering is just disgusting. Unlike the original it is filled with a grotesque and stupid plot line killings come left and right and whats even more nasty is that you see the deformedmaniacs have sex jack off and give birth. absolutely disgraceful. I hope you take my advice and skip this one its a shame that it didnt follow in the first wrong turns footsteps. better luck next time!,1.0,4528
yugioh-reextinctionfan, Awesome movie,I know a lot of people hate direct-to-video movies and refuse to watch them. But my question is why? I mean there are so many awesome STV movies out there and Wrong Turn 2 is on that list. I mean its just so awesome! There are some very bloody deaths great acting (Erica Leerhsen Aleksa Palladino and Crystal Lowe are awesome!) and the killers are frightening! They are very deformed and look horrible and you just want to scream when you see them which is good of course. Really believe me this film is great and it rocks big time! The story is a bit silly yes but it isnt really important in the movie and it disappears very quickly so if anyone hates the plot you can relax because it isnt even in the movie that much! Oh and I have to say that I was shocked when I saw one character die in the film because I thought she would live and that death made the film awesome and unpredictable! So I say people see it and ignore that it went direct-to-video because its better than most movies that went to theaters!,10.0,4529
IzzyNoya, Not nearly the scary feel of the first...,Ill say it this movie SUCKS! I caught part (10min) of the first one on cable then rented it and was pleasantly surprised with the talent in it (Dushku Harrington etc). It also had a well paced story and genuinely made you jump quite a few times.This one is as lame as can be. All the characters are clichés with nearly no acting talent Im talking HS student level acting here ROTFL. The inbred hillbillies arent nearly as scary as in the first one...they try to make them kind of comical. The gore was pretty cheesy like something you might see in a Sci-Fi channel original. Even the cinematography in this one is much cheaper/lower budget giving it that made for TV feel.,1.0,4530
springsunnywinter, More blood and guts than the first,The first Wrong Turn was scary & relentless and the second was reasonable. As usual the filmmakers tried to make the sequel better by adding a maximum amount of blood guts gore and violence that reduced the scares and thrills but it wasnt all bad. Wrong Turn 2: Dead End wasnt the best horror movie ever but its not even the worst because the movie does have enough to keep you entertained and the death scenes were very creative especially at the start when the girl was cut in half vertically. There were some scenes that might have made me vomit if I was eating when the freaky mother was giving birth to an unadorable & extremely ugly baby. The other scene was when the freaky family was forcing the girl to eat the human meat near the end. Dale the retired solider shouldnt of died because he was the hero of the picture and his death ruined the whole movie for me. The ending just made me laugh when the stupid looking baby was given a severed finger to suck.,6.0,4531
Icy_Nostradamus," Gruesome,Gory,and Gross!What's not to love???",This is a DTV sequel to the 2003 film Wrong Turn.The film revolves around a group of young adults that participate in survival-like challenges as if the world was ending and deformed humans were roaming.Nowas I really dislike DTV sequels I must say this is a good sequel.Its better than the first Wrong Turn.This film has the 3 essentials to score big on my scale GruesomeGoreand Gross.This movie really was good enough to have the 3 essentials from my scale! The acting is good and the actors were great looking and always on cue.The violence it displays is used at times when it needs.The gore is used at the best times and its just flat out gross!thats why I love it! Over all this movie really got me rethinking about DTV sequels and from me it gets a 7/10!,7.0,4532
michaelRokeefe, Reality...life and death. Gore to the max!,"Blood and guts galore. Retired military Colonel Dale Murphy(Henry Rollins)is the host of a reality show in the pilot stage. The ""game"" is a simulated post-apocalyptic event where six contestants are challenged to survive a wooded wasteland in West Virginia. The reality of it all...uh...the contestants find themselves the targets of a clan of inbred hideous looking cannibals. Pulse pounding white-knuckle action not meant for the faint of heart. More blood more guts than the 2003 original. Outstanding F/X. The movie opens with the unbelievable sequence of a contestant-to-be(Kimberly Caldwell)split in half from head to ""you know"" the nether region. Disturbing images are just that. Gore deluxe. Other cast members: Erica Leerhsen Crystal Lowe Texas Battle Daniella Alonso and Steve Braun who you pray to a higher power to be the first to be diced and sliced.",7.0,4533
GirishGowda, Who Wants To Spend A Day With The West Virginia Monsters?,I rented Wrong Turn 1 & 2 a couple of nights ago as I am a huge fan of horror films and I thought that it wouldnt hurt to watch this even though I didnt know anything about the films. I liked the first one so I continued to watch the second movie. I definitely thought that the second film would be trash compared to the first as it is kind of how sequels in horror films generally are. Boy was I wrong! Wrong Turn 2: Dead End has gratuitous amount of blood and entertainment. It is fun and gory and definitely a sequel which is better than its predecessor. Also you dont even have to know anything about the first film to get it. Now that is a bonus which many sequels dont have.A group is about to film a survival TV series in the middle of the woods of West Virginia. The show is called Apocalypse where they have to think that the world as they knew it has ended and they are the only survivors and whoever wins will take home 100000$. Things take a wrong turn for the worst when the contestants are attacked by the hillbilly monster cannibals who survive by eating humans as the chemical waste has destroyed all the wildlife. So now the contestants are really trying to save their skins from becoming dinner for the monster family.The monster family reminds of some film or show I saw back when I was in school I just cant place my finger on what it was. But that is very haunting and eerie for me. Anyway the acting overall was good and the screenplay is exciting awesome and captures your full attention. I was so impressed with how cool this sequel was and this is a film which wont let your hopes down. The monsters from the first movie (whom I thought were dead and only had 3 monsters in total) now actually have a large family which also has a teenager who drops his pants to get down to business when he sees a hot girl. Also they have women who give birth to horrible monstrous disfigured babies. This film gave us a kind of understanding of their world and why they hunted people. The performance by the colonel was also great and this set-up gave more authenticity to some of the things the characters did. All the actors did such a great job that I didnt feel like I was watching a movie and all of this was fake. Giving more screen time to the monsters was a good idea and the climax is also very believable. I hope they make the third movie soon (hopefully it will be as entertaining as this) and I pray no monsters come to get me when I am going in to the woods. :) 8/10,8.0,4534
groovymike_16, A Direct-to-DVD sequel with the quality of a theatrical release...,"I saw the first ""Wrong Turn"" its opening weekend in theaters back in 2003. It was a very entertaining and fast-paced (granted it was only 81 minutes long) thrill-ride that rarely let up until the credits rolled. I wanted to see a sequel all along but a Direct-to-DVD one wasnt what I had in mind. So yeah when I heard about this being a Direct-to-DVD sequel with a plot about reality show contestants no less I was expecting it to be entertaining crap at best. But once the movie was wrapped and people were able to see screenings of it surprisingly positive things were actually being said about it. Some were even saying it was better than the original. How could that be? Were these people that just didnt like the original and found it easy to surpass? I didnt see how a Direct-to-DVD sequel with a plot I wasnt very thrilled about could manage the feat of being better than the first. But after reading mostly encouraging reviews for it I began to think that maybe this really would be good.Were the reviews right or were my fears realized? Well I must say Im very happy to report that this was a shockingly good sequel with the quality of a theatrical release. It really did deserve to be released in theaters. After a killer opening with a nice death scene the movie does slow down a bit to set-up the storyline with the reality show contestants but soon after it gets going and is an exciting gore-filled time. I was really impressed. This is actually a very worthy follow-up to the first movie and in some ways it actually surpasses it. Im kind of surprised they even managed to make this movie for as cheap as they did. If this cost only 4 Million then where the hell did the almost 13 Million spent on the original go? I sure cant figure it out.Im not too sure what to say about the actual movie. This is one where I really dont have many comments about the events in it. I just had a really good time and I enjoyed Erica Leerhsen (Book of Shadows: Blair Witch 2 The Texas Chainsaw Massacre  2003) in it. Her character Nina was my favorite and the most interesting. Aside from her character the only others I liked were Amber Mara Jake and especially Dale (played by Henry Rollins in a pretty cool role).The major problem I have with most of the endless line of Direct-to-DVD sequels being released is that the majority of them just copy the plots from the previous films. Some even annoyingly feature the exact same type of scenes that were in the original with the exact same thing happening to another character. Thankfully ""Wrong Turn 2"" is none of this. This is a perfect example of a Direct-to-DVD sequel with its own idea. I wish the quality of others could be this good.Since this is going to be a profitable title for Fox you can bet well see a third entry sometime in the future. But advice to them; keep the same writer and director. Such an impressive job was done with this one that bringing in someone else could just screw up what is so far an enjoyable series. I will be disappointed if the next one has all new filmmakers. I trust that with them and another new plot (one different than the previous two) they will deliver another winner.Grade: 8/10 (B+)",8.0,4535
justind-5," This movie rocked, look out hostel and saw franchises!",Forget about saw and hostel movies wrong turn 2 is completely depraved sick gory as all hell and has enough unpredictable turns to make it a must see for all horror fans. The hillbillys are trulyspectacularly deranged and are exactly what I would imagine some of the inbred ferals to look like if they were poisoned with deformation chemicals! The gore in this movie is superb if your into that stuff. You have an arrow through to heads and through the eye of the other. An axe going straight down he middle of a cute blonde and her intestines left on the ground. A scene with a girl face down in a stream being slashed behind by a hillbilly until her back bone is visible. And on and on and on a great mix of disgusting gore. Although I must admit I enjoyed the first wrong turn more than this purely because it was more suspenseful and less gory but this one I think they made especial attention to the gore o meter. ALl the talk is about the likes of saw and hostel devils rejects etc. but this movie is sick to the mother effing bone with some of the nastiest kills Ive seen in some time. Go watch it if your a horror lover now!,9.0,4536
hu675, Probably one of the best Direct to Videos ever made.,"Dale (Herny Rollins) is the host of a TV Reality Show titled ""Apocalyspe"". Which Dale the director (Matthew Currie Holmes) and the producer (Aleksa Palladino) are choosing six different contestants (Erica Leerhsen Texas Battle Daniella Alonso Steve Braun Crystal Lowe and Kimberly Caldwell) to play a ""Survivor"" type-game but they find themselves battling a ugly bunch of inbred cannibals. Which these ""freaks"" are planning to kill them off one by one.Directed by Joe Lynch made an agreeable sequel to the cult horror favorite ""Wrong Turn"". Which the original wasnt much of a success in theaters but it went on to do well on DVD. The cast seems to be having a great time here the gore effects are well-done but the inbred looking cannibals are not as successful as Four-Time Oscar Winner:Stan Winstons original make-up design on the original.The Unrated DVD has an sharp anamorphic Widescreen (1.85:1) transfer and an strong Dolby Digital 5.1 Surround Sound. DVD includes two commentary tracks. Commentary one is by the director actors:Leerhsen & Rollins. Commentary two is by the screenwriters:Turi Meyer and Al Stepien. Which the writers are best-known for writing B-Movie scripts like ""Candyman:Day of the Dead"" ""Leprechaun 2"" and ""Sleepstalker"". DVD also includes two featurettes a small brief behind the scenes of the infamous ""incestous"" cannibals love scene and a trailer. This ""Direct to Video"" Sequel DVD is better than expected a few flaws here and there but nothing serious. Fans of the original will probably enjoy this one more. Wayne Robson as the mysterious old-timer is back in the sequel. ""Three Fingers"" Character from the original is played by a different actor here. The lead cannibal ""Pa"" is played by Ken Kirzinger. Which Kirzinger is best known for playing ""Jason Voorhees"" in ""Freddy Vs. Jason"". (*** ½/*****).",8.0,4537
stuarttrueson, Very entertaining gore-horror,The strongest installment in the series and very entertaining. Henry Rollins is very good and there is lots of gore. The story works well and I am interested all through. In my opinion ratings need to be based on expectations and what you want from a film of the genre and type you are watching.Blade Runner Dumb Dumber Dr Strangelove and Golden Eye can not and should not be rated on the same premises.This film is not a Texas Chainsaw Massacre - even if it has similarities - but it does not try to be. It is fun.,9.0,4538
sithrobin," Yes, this was entertaining! and nothing more","When seeing wrong turn was out I already knew what to expect; Yes the plot was non existent Yes Almost all actors are not even soap opera worthy Yes it was predictable Yes The dialog the storyline and characters are a clichéSo with that in mind i sat down on the couch grabbed a coke and a popcorn and was actually entertained by this movie; a simple slice and dice no brainer. (with hot chicks)The final scene remembered me of the ""Hannibal"" diner scene but only more gross!Now remember folks. its a bad movie thats why its so entertaining!Oh and great birthing scene!",7.0,4539
alternate-dan, Wrong Turn 2 makes a Bloody Right Turn,"To start this I would like to say that this movie cheered me up made me grab my mouth and cracked me up while still being scared.Wrong Turn 2: Dead End is a movie I highly recommend for a ""Slasher"" fan. It delivers all we want; The bitchy goth chick (Erica Leershen - The Texas Chainsaw Massacre remake) the token black guy (Texas Battle - Final Destination 3) the tough army girl (Daniella Alonso - The Hills Have Eyes 2 the slutty bitch (Crystal Lowe - Black Christmas remake)the joker (Steve Braun - Harold and Kumar go to White Castle) the diva celebrity as herself (Kimberly Caldwell - TVs American Idol) plane Jane boyfriend the cameraman and the lovely angry but fun previous soldier whos now hosting Reality TV (Henry Rollins - Feast). We can say that the stereotypes are cliché but they actually work and fit perfectly.Little can I say but the inbred cannibals were amazing and not to mention brutal. They were this family just like us humans but only way more brutal disgusting and uglier. Although they did not top the original inbreds but at least we got the survivor from the original Wrong Turn Three Finger to hunt more fresh meat.Cut to the directing. I couldnt believe that this movie was Joe Lynchs first. The directing was very good and did not seem first-time directing. I loved how he gave every important character their screen time to kind of root to them. However his sick little twisted mind really helped the film making it more violent brutal and disturbing.For every horror fans out there do not judge the film for its cheesy trailer or knowing it is a Direct to Video release because it is hell of an action-packed blood-splatter horror flick! (As for a DTV release this is highly one of the Best ones yet and the best horror sequel in a long time)So bring on Wrong Turn 3 and let Lynch be the director. He did a fantastic job on this one I count on him doing the same for a third installment.It gets 8 Stars out of 10 for being one hell of a slasher flick and for making a bloody right turn!",8.0,4540
mattressman_pdl, Say hello to the missus for me,Every now and then a sequel comes out that makes you proud to be a horror fan. This is that time. From first time director Joe Lynch comes Wrong Turn 2: Dead End the best direct to video film in quite a long time. Plot: Contenstants in a survival reality show find their skills put to the ultimate test when they come upon a pack of mutated inbred cannibals who are very very hungry. Highlights: Henry Rollins gets the role fans have been ready for him to play forever as Dale Murphy a Rambo for the new generation. The body count is terrific (one of the flaws of the original was the low body count) as blood guts and other unmentionable objects fly across the screen in a litany of grue and terror that should make any horror fan weep. Genre veterans Erica Leehrsen (Texas Chainsaw Massacre 2003) and Texas Battle (Final Destination 3) also bring their A-game. Lowpoints: Should have replaced Hills Have Eyes 2 in the theaters because as a straight to video sequel it could lose a share of their audience. Final Verdict: Horror fans check it out as a strong urging from a fellow genre appreciator. Plenty of gore nudity and suspense on display here.,9.0,4541
careybrandon-41144, More entertaining and gory than the last,A well made sequel still following our favorite backwoods inbred cannibals attacking a survival game show group. With great characters and even nastier goor than the last film. This is a solid sequel to the last Wrong Turn,8.0,4542
kluseba, Blood Is Thicker Than Water,Wrong Turn 2: Dead End is the sequel to the surprisingly successful first instalment released four years prior. The idea is still the same as the film follows a group of reality show contestants and organizers who get tracked down by inbred cannibals in the wilderness of West Virginia.The movie starts on a rather low note since the characters involved are particularly unlikable. Some examples include a former military who shows his muscles but not much brainpower a misogynistic loser who constantly makes dirty jokes and a superficial woman willing to give blowjobs in exchange for screen time. The first half hour is rather difficult to sit through.However the movie gets much better once the horror elements kick in. The surviving characters start getting more fleshed out and become more likable as well. The death and torture scenes are very brutal even by the genres standards and the rather modest budget. Especially the final scenes at an abandoned mill deep in the forest are among the franchises greatest moments. The film also offers some background information on the inbred cannibals as several characters from the first film make an appearance again. Its interesting that the cannibals are presented as a loyal family with strong ties in this instalment rather than just as creepy hillbillies as in the first film. The movie even has an environmental message that explains the villains atrocious malformations. The films final scene is particularly ugly and memorable in that regard. The films final hour gets better with every minute and will keep you on the edge of your seat.In the end Wrong Turn 2: Dead End is one of the few cases in cinematic history when a sequel is much better than the original film. Dont get fooled by the shallow opening thirty minutes that make you expect the worst. Once the introductions to all the characters are done the film quickens up the pace as the death scenes are much more brutal than those of the predecessor and the plot is less predictable and even shares some interesting background information and an environmental message. Fans of bloody slashers should certainly watch and appreciate this film and might want to check out the entire franchise for that matter.,8.0,4543
rarepeperonis, MTV,Its your average mid-2000 fast food college horror movie. Got all the tropes.Filmed like a MTV show with MTV like actors.I mean im a teen of that era so all these low budget horror flick who would end up on blockbuster shelves that no one would rent but me are close to my heart. Its not groundbreaking cinema it is what it is.Stereotypical teen group end up in stereotypical hillbilly woods with stereotypical cannibal monsters. The story could fit on a post-it and i dont mind.Really impressed by the amount of gore in this. Usually these movies were tamer but they went all in for this one. If you like pools of blood youll find em here.It is what it is i have kind of nostalgia for that era of fastfood horror flicks. Its not oscar worthy its Wrong Turn 2 lol. Set your expectations accordingly.,6.0,4544
loomis78-815-989034, Subtlety? What does that mean this film asks.,"Hey! What would be a better setting for a new Reality survival series than the heavy backwoods of West Virginia where the original Hillbilly cannibals from the first film killed everything in sight? A film crew and their actor contestants make this fatal choice and more hillbilly cannibals show up and kill them off. From the opening scene which has blond Hollywood contestant Kimberly (Kimberly Caldwell) being literally split in half down the middle; Director Joe Lynch sets out to make this sequel a gore fest that out does the original. Lynch does achieve his sick out goal of out doing the original in gore but he fails to deliver a superior film. The original ""Wrong Turn"" has some stomach turning moments for sure but it also delivered great suspense and some classic jump scares. The film also provided some characters that the audience liked and could pull for. This film offers Herny Rollins as an ex-military man doing his Rambo impersonation while the hapless actors and crew get easily killed and picked apart by the hillbillies. It takes a while but eventually the audience can get behind the characters of Nina (Leerhsen) and Jake (Battle) and that helps a bit since most of the characters here are very stereotyped. The acting and production value are good and the film looks good. Where Wrong Turn 2 makes its wrong turn is in its over the top attempt to gross out the audience. Yes its a horror film but the excessive gore becomes the entire point of the film and takes away from any true terror the film can manufacture. Its hard to tell if its intentional or not but there is a dining room scene the echoes the original ""The Texas Chainsaw Massacre"". Nina is being force fed human remains in a tasteless scene that is hard to watch. This isnt scary just disgusting. The filmmakers here would have benefited by watching Tobe Hoopers Texas diner scene and realize that what made it so terrifying was its style editing and suggestion. Wrong Turn 2 would have been a better film with some subtlety.",5.0,4545
acidburn-10, Good for a Straight To DVD sequel,"Normally I stay away from straight to DVD movies especially sequels because they are usually terrible and cheap looking and awful acting. But when I came across ""Wrong Turn 2"" I was actually eager to see it as I really liked the first one and I was pleasantly surprised with this movie. They really upped the ante with this one we get more deaths and more splatter which I really enjoyed. The storyline in this one we get a group of people filming a reality show which was rather fun and interesting and I could tell from the opening death a woman sliced in half is that this movie was gonna be awesome. I was a bit sceptical at the reality show setting as in the past when slasher movies have tried this they usually dont really work but in this it works to full effect and plus we get more inbred mutants to add to the fun. But there are a few drawbacks in this movie like firstly it does lack the tension and atmosphere the first movie had and instead opting for more blood splatter and gore and the fact that we see way too much of the mutants which did take away the overall terror and this movie was still fun and slick.The acting in this was actually not what I expected it was really good. Henry Rollins was fun as the ex-marine turning Rambo without being ridiculous. Erica Leerhsen really gives it her all and comes across as one of the more fleshed out characters in this movie and Texas Battle also really stood out and believable as he turns hero throughout the latter half of the movie. Daniella Alonso also gives a stand out performance as the female army soldier. Steve Braun plays the joker of pack pretty well Crystal Lowe was gorgeous playing the token slutty character but she played the part really well and I also enjoyed her in the (Black X-Mas remake) Aleksa Palladino made me really feel for her as the put upon plain girl whose treated like dirt and I felt sad when her time ended as she didnt get the opportunity to get her own back and Matthew Currie Holmes was extremely unlikeable and self absorbed but he did it well.All in all ""Wrong Turn 2"" is fun fast paced and slick all the right ingredients for a sequel its a pity that the further sequels doesnt follow suit.",7.0,4546
lastliberal-853-253708," Okay, from now on, you'll be the uptight lesbian sister I never had. Deal?","Whoa! Kimberly (Kimberly Caldwell) definitely didnt get an American Idol ticket to Hollywood as she makes a wrong turn on the way to a reality show and we get a gore treat that will blow your mind. This is in the first 10 minutes! Now I am telling you that this is they way those reality shows should be done. Put the contestants in the woods with incredibly ugly mutant cannibals and see who makes it out. Id be a regular viewer.People are dropping like flies and soon there are just a few left: Nina (Erica Leerhsen) Amber (Daniella Alonso) Jake (Texas Battle - ""The Bold and the Beautiful"") Jonsey (Steve Braun) and Dale (Henry Rollins). Blood is flowing from arrows and axes knives. It really gets gross at times so this is not for the faint of heart.Dale gets all Rambo with war paint and weapons. There are only two left for him to save.The ending was raw! I cannot imagine what they will come up with in Wrong Turn 3.",7.0,4547
ConnorMonteith, One of the best horror sequels I've seen in a long time,"This film is definitely more successful than the first one. This film is full of horror suspense and a great thriller to watch. The story is very well written and the events within it are ordered in a professional manner. The film revolves around a TV show which is situated in the woods. Straight from the beginning as soon as you see the woods you can tell something thrilling is to come. The TV show turns into a race to escape the cannibals - but only those still alive.This film could easily compare to ""The Texas Chainsaw Massacre"" and ""My Bloody Valentine"". These films are not exactly the same but the plots and characteristics are common in each individual film.I thought the film was fantastic to a point before it started going slightly downhill. We have all seen different variables of genetically deformed cannibals before but this film managed to keep me entertained right through from start to end. It has more gore than the previous one and of course this 4 year advancement gives the film better effects making it exciting. Personally I would recommend this film to anyone who loves cruel gore and a bit of suspense. Overall its a great watch and shouldnt be missed.8/10",5.0,4548
ksaluzzo," Awesome sequel, better than the first!",Wrong Turn was a pretty original and interesting film back from 2003 which starred the lovely Desmond Harrington and the even lovelier Eliza Dushku and was about a group of people who start getting killed-of by a group of hillbilly mutants in a very gross way. Wrong Turn 2 takes the premise a lot further and centers around 6 (wouldve been 7 if a blond girl wasnt brutally killed in the opening scene) interesting reality show contestants who are all trying to win a certain sum of money but soon they get killed of by the hillbillies again. We have the bitchy likable heroine (the gorgeous and talented Erica Leerhsen) ex-jock (Texas Battle) likable producer (Aleksa Palladino) skater boy (Steve Braun) gay army girl (Daniella Alonso) and the... um slut (Crystal Lowe). Now these characters are all stereotypical yet you feel bad for them when they die and they die in such funny and gory scary moments you just have to like this film! I really liked this sequel (more than the first) and I thought the family was very scary and greatly done. The acting was great too and all actors do a good job here (yes even the slut) but I thought Erica Leerhsen was the best actor in the movie and despite her character isnt a typical heroine you want to see her live. The director did a really good job too and the deaths are really effective as I already said so I think if you love scary bloody horror films Wrong Turn 2: Dead End is the best movie you could ever choose. Blood guts great acting and more! Brilliant sequel finally one better than its original and Im very impressed with it! Check this one out!,10.0,4549
